index,employee_count,country,number_of_technologies,annual_rev
35208,49,Switzerland,18,1676000
35209,78,United States,13,29000000
35210,0,United States,3,1400000
35211,45,Israel,8,
35212,20,United States,3,4420000
35213,0,United States,4,
35214,69,United States,1,19803000
35215,15,United States,10,6600000
35216,10,United States,8,5000000
35217,70,United States,14,15829000
35218,50,United States,1,9600000
35219,11,Denmark,7,10000000
35220,0,,17,
35221,0,United States,0,1400000
35222,0,United States,3,7000000
35223,3,United Kingdom,3,
35224,8,United States,5,1400000
35225,12,Israel,10,8000000
35226,48,Canada,12,3000000
35227,8,United States,7,4214000
35228,0,United States,3,
35229,0,Switzerland,0,
35230,2,Canada,0,
35231,80,United States,12,8600000
35232,10,United States,5,10000000
35233,80,United States,8,3872000
35234,56,United States,1,15591000
35235,0,,3,
35236,430,United Kingdom,25,43375000
35237,8,United States,11,
35238,69,United Kingdom,3,6378000
35239,75,United States,4,10276000
35240,2,United States,8,5000000
35241,150,United States,22,23043000
35242,3,United States,1,
35243,14,United States,5,4000000
35244,0,United States,3,2000000
35245,7,United States,2,6000000
35246,0,United States,1,
35247,790,United States,30,145085000
35249,0,Japan,5,
35250,36,Canada,10,6793000
35251,10,,4,10000000
35252,0,United States,3,
35253,4,Nigeria,0,
35254,0,United Kingdom,7,3000000
35255,44,United States,14,3146000
35256,31,United States,18,35000000
35257,3,United Kingdom,5,1400000
35258,2,United Kingdom,4,28032000
35259,16,Germany,10,8400000
35261,50,United States,0,13890000
35262,2,United States,8,7000000
35263,9,Poland,6,
35264,17,Denmark,9,
35265,12,United States,3,1010000
35266,5,United States,1,4563000
35267,0,,10,2000000
35268,0,United States,0,2000000
35269,26,United States,9,7000000
35270,58,United States,7,32400000
35271,310,United States,25,62649000
35272,10,United States,10,10200000
35273,10,United States,10,10200000
35274,0,Hungary,15,
35275,1000,United States,2,2236120000
35277,0,United States,1,
35278,0,United Kingdom,0,
35279,6,Russia,5,153000
35280,99,Denmark,11,33121000
35281,35,United States,4,5393000
35282,880,United States,11,7345000
35283,0,,18,2000000
35284,2,Canada,5,
35285,19,United States,10,10000000
35286,32,Poland,18,4698000
35287,19,Russia,17,
35288,8,India,5,
35289,14,United States,18,
35290,2,United States,1,
35291,28,United States,1,6413000
35292,13,United States,3,4537000
35293,33,United States,3,3755000
35294,38,United States,17,3887000
35295,0,Australia,3,
35296,4,Sweden,26,1000000
35297,24,United States,19,15800000
35299,2,United States,37,5000000
35300,28,United States,17,10000000
35301,10,United Kingdom,15,10000000
35302,0,,2,
35303,23,United States,2,47500000
35304,4,United States,3,2709000
35305,430,United States,14,40000000
35307,0,,34,
35308,2,United States,8,4000000
35309,3,United States,10,7240000
35310,9,United States,1,8000000
35311,20,United Kingdom,16,25000000
35312,0,China,2,
35313,1,United States,4,1400000
35314,230,United States,23,195263000
35315,380,United States,21,50000000
35316,16,Poland,11,54645000
35317,0,United States,0,
35318,190,United States,0,
35319,8,United States,15,19000000
35320,2700,United States,32,625486000
35321,13,United States,9,5000000
35322,0,United States,10,
35323,8,United States,9,10000000
35324,15,United States,12,25000000
35325,150,United States,18,100000000
35326,20000,United States,35,8969000
35327,26000,United States,40,1000000000
35329,8,United States,4,9000000
35330,0,United States,0,
35331,2,United States,3,3000000
35332,6,Canada,21,
35333,7500,United States,23,729320000
35334,1200,United States,20,400000000
35335,55,United States,6,11930000
35336,0,United States,24,2400000
35337,0,United States,4,
35339,0,United States,3,25000000
35340,0,,2,
35341,100,United States,16,2435000
35342,0,United Kingdom,3,
35343,0,United States,0,6000000
35344,70,India,4,5144000
35345,0,United States,0,
35346,0,United States,15,
35347,0,United Kingdom,3,
35348,0,United States,33,
35349,20,India,3,
35350,12,India,8,
35351,0,Australia,6,
35352,0,United States,4,
35353,54,United States,16,8200000
35354,0,United States,12,6000000
35356,32,Canada,8,12000000
35357,0,United States,2,
35358,37,Brazil,7,
35359,1,United Kingdom,3,
35360,21,Brazil,13,376000
35361,0,United States,6,
35362,9,Canada,0,35000000
35363,0,Canada,0,
35364,12,United States,23,9500000
35365,17,Spain,15,7400000
35366,3,United States,18,
35367,5,United States,4,
35368,15,India,7,5240000
35369,220,United Kingdom,17,2020000
35370,11,France,11,
35371,0,United States,0,10000000
35372,150,South Korea,12,
35373,0,,34,
35374,0,United States,12,2400000
35375,0,Canada,13,2800000
35376,33,United States,12,50000000
35377,140,United States,18,7208000
35378,3,United Kingdom,14,
35379,220,United States,4,34500000
35381,450,United States,13,10446000
35382,0,United States,3,
35383,0,United States,4,
35384,0,Bulgaria,0,
35385,7,United States,0,2000000
35386,9,Spain,12,263000
35387,4,United States,3,7000000
35388,76,United States,9,82000000
35389,0,Spain,5,
35390,170,United States,14,5000000
35391,60,Germany,4,12800000
35392,68,United States,13,6000000
35393,2,United States,4,2600000
35394,190,United States,8,8848000
35395,3,United States,4,6000000
35396,26,Brazil,24,5557000
35397,14,France,3,19400000
35398,520,Argentina,13,1000000
35399,4300,South Korea,5,4957480000
35400,5,United States,1,10000000
35401,4,United States,0,14113000
35402,0,United Kingdom,25,7000000
35403,0,United States,0,17500000
35404,19,United States,8,531000
35405,0,China,0,
35406,8,Poland,23,325000
35407,0,Indonesia,7,162800000
35408,90,United States,17,8100000
35409,45,United States,1,10919000
35410,1,,1,1400000
35411,5,United States,5,11500000
35412,14,United States,19,2300000
35416,76,United States,13,5791000
35417,210,Italy,15,25000000
35418,15,United States,7,10000000
35419,11,Switzerland,10,
35420,170,Brazil,18,572000
35421,110,Ireland,14,32313000
35422,89,United States,5,530000000
35423,6,United Kingdom,12,1400000
35424,4,Belgium,1,7000000
35425,31,Japan,28,10000000
35426,13,United States,6,3000000
35427,110,United States,3,57621000
35428,18,United Kingdom,8,9522000
35429,0,United States,3,
35430,0,United States,11,4200000
35431,5,India,4,410000
35433,31,Canada,17,3500000
35434,0,United States,1,
35435,4,Brazil,10,
35436,3,France,4,17500000
35437,5,India,5,
35438,1,United States,2,6000000
35439,3,India,12,7000000
35440,0,Slovenia,2,
35441,3,United States,12,4342000
35442,0,Brazil,7,
35443,140,India,14,73308000
35444,140,United States,9,
35445,5,United States,4,499000
35446,18,United States,14,4031000
35447,3,United States,4,18188000
35448,24,Switzerland,8,9600000
35449,10,New Zealand,0,10000000
35450,8,United States,15,1488000
35451,1400,United States,25,220100000
35452,69,United States,2,14704000
35453,0,United States,10,
35454,13,United States,4,12702000
35455,140,United States,20,33000000
35456,27,United States,1,3742000
35457,3,United States,1,7000000
35458,39000,United States,34,7156000000
35459,55,United States,12,2584000
35460,11,United States,0,
35461,28,United States,15,7476000
35463,270,United States,19,118502000
35464,0,United States,2,2400000
35465,4,Vietnam,13,10000000
35466,39,United Kingdom,16,1726000
35467,0,United Kingdom,0,1500000
35469,2,United States,1,4325000
35470,98,United States,8,23593000
35471,130,United Kingdom,8,5200000
35472,0,China,2,
35473,54,United States,12,
35474,4,United States,4,2000000
35475,3,United States,6,3283000
35476,150,United States,4,
35477,270,United States,11,75000000
35478,4,United States,11,18481000
35479,0,India,4,
35480,0,United States,4,
35481,0,Poland,0,
35482,3,United States,19,6000000
35483,0,India,0,
35484,72,Switzerland,12,14000000
35485,0,United States,3,6000000
35486,5,United States,1,516000
35487,300,Singapore,20,15000000
35488,48,United Kingdom,4,6616000
35489,18,Singapore,13,22128000
35490,2,India,2,1000000
35491,3,United States,38,163000
35493,0,United Kingdom,2,
35494,410,United States,32,65000000
35495,0,United States,1,3000000
35496,16,Chile,23,
35497,0,United States,2,
35498,190,United States,25,75106000
35499,0,United States,0,
35500,0,Russia,15,
35501,1,Russia,4,
35502,2,Spain,6,
35503,1,Hungary,0,
35504,0,United States,8,
35505,17,United States,0,31758000
35506,0,,0,
35507,0,United States,4,
35508,1,United States,6,
35509,0,United States,0,
35510,0,Greece,0,
35513,10,United States,10,
35511,0,Canada,9,
35512,6,United States,17,6890000
35515,84,United States,0,207000
35516,0,United States,9,
35517,18,United States,11,45649000
35518,3,Norway,2,
35520,1,United States,5,1400000
35514,0,Turkey,3,
35522,1,Canada,6,7000000
35523,10,France,0,
35524,57,United States,16,5439000
35525,67,Canada,0,9461000
35526,5,Australia,12,
35527,0,United States,6,
35528,0,United States,15,
35529,2,Pakistan,0,
35530,39,United States,1,2022000
35531,88,United States,1,11913000
35533,0,Spain,2,
35534,4,Slovakia,11,
35535,23,United States,12,284000
35536,0,United States,9,2400000
35538,2,United States,16,2000000
35539,1300,United States,27,104800000
35540,0,United States,1,1400000
35541,72,United Kingdom,9,3234000
35542,0,China,3,
35543,0,Russia,3,
35544,9,China,1,
35545,6,United States,16,78000
35546,0,Germany,5,
35547,1100,United States,17,101907000
35548,12,Spain,7,3592000
35549,0,United States,5,
35550,0,,1,
35551,5,United States,0,10000000
35552,2,United States,12,2400000
35554,2,Sweden,1,1400000
35555,7,United States,26,
35556,7,Australia,20,
35557,0,,1,7000000
35558,51,United States,21,8000000
35559,14,United States,20,
35560,8,Latvia,1,12600000
35561,0,France,4,17500000
35562,0,United States,0,2000000
35563,13,China,0,
35564,8,United States,12,258000
35565,3,United States,8,
35566,10,United States,12,1500000
35567,0,India,0,
35568,10,Mexico,1,
35569,0,United States,2,7000000
35570,34,United States,3,7011000
35571,120,France,17,9000000
35572,23,United States,13,6000000
35574,10,United States,1,10000000
35575,5,Australia,0,5535000
35576,2,Spain,1,7000000
35577,20,United States,10,20082000
35579,7,United States,8,
35580,35,United States,13,5030000
35581,5,United States,7,25664000
35582,170,United States,4,44902000
35583,6,United States,1,10000000
35584,40,United States,16,7000000
35585,3,United States,3,2000000
35586,2,United States,1,5400000
35587,77,Germany,10,2234000
35588,0,United States,0,2800000
35589,1200,United States,22,484329000
35590,0,United States,7,
35591,2,United States,3,3500000
35592,660,India,19,41600000
35593,0,United States,4,7000000
35594,61,Germany,3,9000000
35595,0,United States,1,
35596,290,United States,2,60000000
35597,47,United States,18,13597000
35598,3,Canada,11,7000000
35599,2100,Saudi Arabia,16,30000000
35600,22,United States,0,17500000
35601,51,Italy,3,11512000
35605,15,United States,5,1000000
35603,60,United States,10,2055000
35604,21,United States,2,4162000
35606,7,China,5,
35609,6,United States,3,
35610,66,Sweden,11,5836000
35602,0,United States,0,
35607,2,United States,11,1000000
35611,80,United States,29,17500000
35613,99000,Canada,54,49200000000
35614,500,United States,15,290289000
35615,0,United States,7,3000000
35616,60,Brazil,13,7000000
35617,78,United States,20,6500000
35618,4,Japan,14,10000000
35619,10,United States,2,42849000
35620,44,United States,11,3800000
35623,0,France,6,7000000
35621,10,United States,9,10000000
35622,36,Belgium,3,2000000
35625,9,United States,3,250000
35626,190,United States,19,40602000
35627,2,Singapore,4,1400000
35628,0,United States,0,
35629,250,United States,11,15300000
35630,62,India,0,199000
35631,74,United States,9,19050000
35632,22,France,12,
35633,63,Canada,13,2302000
35634,0,United States,0,13000000
35635,5,Finland,4,2629000
35636,33,,5,3093000
35637,0,Denmark,1,
35638,1,Israel,2,
35639,50,United States,3,10000000
35640,21,United States,14,2726000
35641,5,United States,3,4628000
35642,3,United States,9,
35643,730,India,18,20000000
35644,47,United States,18,10404000
35645,1,United States,1,2000000
35646,120,United States,16,1155000
35647,3,South Korea,11,
35649,62,United States,7,11971000
35650,34,United States,3,5450000
35651,110,Norway,32,5989000
35652,130,Canada,12,29600000
35653,2,Malaysia,9,
35654,3,United States,0,3500000
35655,13,United States,8,381000
35656,1,United States,11,
35657,32,United States,30,6000000
35658,770,United States,30,245300000
35659,61,Turkey,17,385000
35660,10,United States,3,10000000
35661,40,United States,2,11529000
35662,0,United States,1,7000000
35663,0,Canada,3,6000000
35665,10,United Kingdom,8,2400000
35666,31,United States,4,2000000
35667,2,United States,3,7000000
35668,0,Finland,2,7000000
35669,2,United States,4,
35670,10,United Kingdom,9,8293000
35671,4,United States,4,5646000
35672,0,South Korea,3,
35673,970,India,18,13000000
35675,2,India,5,600000000
35676,40,Mexico,2,
35677,83,Canada,24,4000000
35678,3,United States,2,2714000
35680,4,,2,
35681,2,United States,28,4281000
35683,19,United States,16,5000000
35684,14,China,0,
35685,11,United States,32,2000000
35686,30,United States,20,93200000
35687,11,Japan,8,
35688,51,United States,2,18145000
35689,74,United States,2,5522000
35690,22,United States,11,2260000
35691,0,China,1,
35693,20,Turkey,8,
35694,0,United States,0,
35695,5,United States,1,25000000
35696,35,Sweden,11,25000000
35697,1800,Israel,20,972000000
35698,0,Switzerland,8,
35699,2,United States,3,45205000
35700,0,France,0,
35701,270,France,13,51000000
35702,300,United States,37,17600000
35703,0,Brazil,2,
35704,12,United States,17,2000000
35705,5,United Kingdom,1,551000
35706,8,Germany,8,6277000
35707,9,United States,13,4084000
35708,10,United States,2,10000000
35709,16,United States,2,500000
35710,10,United States,1,10000000
35711,290,United States,20,60000000
35713,0,United States,4,
35714,0,Germany,1,
35715,6,,0,592000
35716,21,Canada,9,208000
35717,10,United States,7,8382000
35718,0,United States,4,2400000
35719,3,United States,7,45597000
35720,7,Brazil,3,
35722,1800,United States,27,550000000
35723,0,United States,1,2400000
35724,130,Brazil,28,
35725,0,United States,0,42000000
35726,20,Netherlands,11,3000000
35727,340,United States,58,37500000
35728,1300,China,1,940316000
35729,1300,China,1,940316000
35730,25,Canada,0,
35731,13,United States,19,5455000
35732,0,United States,8,3000000
35733,2,United States,3,
35735,130,United States,1,37500000
35736,7,United States,2,4420000
35737,55,France,0,7000000
35738,16000,United States,20,29697844000
35739,56,United States,9,12300000
35740,0,United States,7,1400000
35741,1300,United States,32,1168073000
35742,0,United States,0,
35744,93,Switzerland,14,5750000
35745,0,,18,
35746,3,United States,2,3930000
35747,2,United States,0,
35748,0,United States,3,2400000
35749,0,United States,2,35000000
35750,18,New Zealand,3,
35751,1200,Poland,20,364576000
35752,14,United States,2,
35753,0,United States,1,3000000
35754,700,United Kingdom,2,155400000
35755,11,United States,1,7000000
35756,5,Italy,4,7000000
35757,10,Canada,17,3300000
35758,110,United States,11,142355000
35759,110,Belgium,7,10000000
35760,210,United States,4,405400000
35761,0,France,4,
35762,850,India,20,1000000
35763,53,United States,0,43000000
35764,0,,14,
35765,680,India,20,10234000
35766,0,United States,4,25000000
35767,1,United States,2,
35768,4,United States,5,11137000
35769,4,Turkey,2,
35772,13,Brazil,21,3762000
35771,0,China,0,
35773,0,Chile,0,
35775,0,United States,10,4200000
35776,21,United States,24,5600000
35777,1,United States,0,1400000
35778,2,United States,2,10000000
35779,0,,0,
35780,0,,0,75000000
35774,240,Russia,10,8349000
35781,93,United States,6,40000000
35782,18,United States,23,7500000
35783,23,United States,3,51300000
35784,0,United States,1,
35785,15,United States,10,5000000
35786,55,Germany,0,25745000
35787,0,Germany,1,
35788,0,United States,1,2400000
35789,2,United States,7,14930000
35790,31,United States,4,11500000
35791,10,United States,27,39500000
35793,69,United States,22,40000000
35794,5,Sweden,9,
35795,5,United States,26,2936000
35796,0,United States,1,7000000
35797,0,Brazil,0,
35798,11,United Kingdom,10,1497000
35799,0,United States,4,
